"Candidate_ID","Name_EN","Name_AR_KU","Email","Phone","LinkedIn","Facebook","Twitter","Instagram","TikTok","Other_Social","SourceFile"
"01179e82-5453-4561-b2c6-1cfbf1a79ea3","Companies 1 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-baghdad\companies.csv"
"4f24c33d-c75a-49bb-80ff-86f5defab21c","Companies 2 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-baghdad\companies.csv"
"fe8550fb-3edc-42b1-98ad-00f044a93391","Companies 3 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-baghdad\companies.csv"
"a1e09121-3ebc-4827-90f4-be5926da4ae8","Companies 4 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-baghdad\companies.csv"
"57a7f448-ed42-4437-a2c3-9ef8cc5f0ffb","Events 1 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-baghdad\events.csv"
"d8fe8364-6313-44b6-9f1e-d107b776f408","Events 2 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-baghdad\events.csv"
"6408944e-047d-4df4-990c-b8f4c412f4ae","Events 3 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-baghdad\events.csv"
"d7702c01-3db7-4868-8bfa-f83af720ad15","Government Offices 1 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-baghdad\government-offices.csv"
"a3b08248-70eb-492c-b726-f427b0bc248a","Government Offices 2 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-baghdad\government-offices.csv"
"695615f2-386e-4611-8510-a8aa76b0e53c","Government Offices 3 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-baghdad\government-offices.csv"
"2be87f4e-2603-41c0-ace4-33a052d77494","Services 1 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-baghdad\services.csv"
"c8314329-b457-4775-b6f3-6761731afeee","Services 2 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-baghdad\services.csv"
"2c909794-4e7a-4335-b98f-ce0ad573f771","Services 3 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-baghdad\services.csv"
"52b4af30-33cc-450b-a6b0-2025eb12e558","Services 4 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-baghdad\services.csv"
"15d434bc-a484-40f6-b5bb-826f9fa04e92","Services 5 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-baghdad\services.csv"
"b986ffa4-fa10-448e-8c27-daa365db2ffa","Services 6 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-baghdad\services.csv"
"70538a09-b2e4-491b-a12e-9470f9c60d7f","Shopping 1 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-baghdad\shopping.csv"
"b84777b1-4017-48cc-9e4e-6fecc2447d88","Shopping 2 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-baghdad\shopping.csv"
"0857860e-e038-463b-8642-58e7d43aa477","Shopping 3 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-baghdad\shopping.csv"
"307e7f16-24dd-4d49-aa93-90e643e733b8","Tourism 1 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-baghdad\tourism.csv"
"beb5c358-48a1-4f12-894d-30e53f76de2b","Tourism 2 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-baghdad\tourism.csv"
"19608f66-a28d-4aa6-9a22-c8b372f1eb25","Tourism 3 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-baghdad\tourism.csv"
"f29027de-f63c-4cea-a746-8baf2dc76690","Tourism 4 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-baghdad\tourism.csv"
"ef68583f-3b2d-4b6e-8c7e-a5afa2dd490f","Tourism 5 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-baghdad\tourism.csv"
"98887882-5478-4aa1-b008-98818770ba69","Accommodation 1 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\accommodation.csv"
"505194dc-35be-4cd2-8815-f50a5a3fb507","Accommodation 2 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\accommodation.csv"
"c7bd82f5-b3cb-4900-a30e-3d6de6c05c8e","Accommodation 3 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\accommodation.csv"
"48c78470-6316-4eb2-837f-3953522d5112","Accommodation 4 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\accommodation.csv"
"2be21c48-1365-4ffc-9ed5-0940903314f5","Accommodation 5 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\accommodation.csv"
"3e2fa058-cddb-47b3-a68c-44e4ec91c8de","Accommodation 6 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\accommodation.csv"
"c10197a6-1f07-4980-afdb-d7ce071e4b5b","Cafe & Restaurants 1 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\cafe-restaurants.csv"
"38f210c2-78b2-498f-b9aa-a99ff7ea1a89","Cafe & Restaurants 2 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\cafe-restaurants.csv"
"e2d67408-a2c2-4ba9-9c3d-b7faaac1b832","Cafe & Restaurants 3 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\cafe-restaurants.csv"
"cbf88c8c-cb45-4eb9-9082-2e85bcc8f740","Cafe & Restaurants 4 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\cafe-restaurants.csv"
"4babee76-212a-4298-bce2-3afc952b2f2a","Cafe & Restaurants 5 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\cafe-restaurants.csv"
"524e0df6-007a-486f-acc4-6c00afb95056","Companies 1 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\companies.csv"
"5a7b62ed-79d6-4140-a9e0-6b23deb5352f","Companies 2 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\companies.csv"
"d418f763-2741-4898-aba3-e23df4f0e55d","Companies 3 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\companies.csv"
"357c604b-62d9-4f92-af7b-d84947f2ddf9","Companies 4 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\companies.csv"
"184434d1-bb0e-41f0-8882-3fb7ce0edf63","Events 1 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\events.csv"
"e110ab05-0619-4c32-915f-86be89af9c51","Events 2 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\events.csv"
"ea7bab6f-1c7a-4877-a703-0be9946d5548","Events 3 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\events.csv"
"a1cce3d5-dff5-4366-b83c-c8a3408ad5c7","Events 4 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\events.csv"
"87eacb1f-6eeb-4878-9f45-ee59e7d7ad7a","Events 5 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\events.csv"
"250605bd-5eee-4b26-ae9f-8cb58531fdda","Government Offices 1 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\government-offices.csv"
"31d33ba5-3e72-4b43-bef1-13d594b8a558","Government Offices 2 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\government-offices.csv"
"590a30d5-5dad-42f0-92a9-d347aac45e3a","Government Offices 3 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\government-offices.csv"
"f9ac482a-9a9b-46c2-a1b0-e62e00cd1b21","Government Offices 4 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\government-offices.csv"
"5e29a8f1-d45b-4434-a99b-cab37b97ab49","Government Offices 5 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\government-offices.csv"
"5a8120e6-f2fa-41ab-8b42-155a7a9e7033","Government Offices 6 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\government-offices.csv"
"d17735b4-013b-4057-b626-247056a1d7a5","Government Offices 7 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\government-offices.csv"
"cfdadcfd-4a39-410c-b940-c2c046584f26","Services 1 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\services.csv"
"8164d971-bfca-40b3-9f1b-fcd61b4aa715","Services 2 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\services.csv"
"b204303d-c278-4ae7-ba6b-29e8d1229ecf","Services 3 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\services.csv"
"bd6168ab-f7b9-4640-bec4-9569a7113c15","Services 4 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\services.csv"
"83c191cd-3e34-42ea-88fc-4ceb1d4e3072","Services 5 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\services.csv"
"5cf5ebe9-b899-4f2c-83c4-d88c94b811c1","Shopping 1 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\shopping.csv"
"90eb4399-bcd1-4622-aa83-4d4358a4df1b","Shopping 2 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\shopping.csv"
"8a12b684-1a3b-4680-84ce-ea0329bc63cd","Shopping 3 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\shopping.csv"
"55ae476b-196c-4828-9759-e701d4b6f2ca","Shopping 4 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\shopping.csv"
"2dd8732a-d2cd-4fa2-b9e0-ec108488154c","Shopping 5 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\shopping.csv"
"277be086-0b03-4a93-97ab-08923046134b","Tourism 1 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\tourism.csv"
"9d76599a-ebac-46b0-a120-75f628ef720b","Tourism 2 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\tourism.csv"
"5e444bac-d99e-4920-800f-7b08f3cf760d","Tourism 3 - Erbil",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-1-erbil\tourism.csv"
"8e7acd02-9883-4c21-b503-8c4c0cbe8a4c","Companies 5 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-2-baghdad\companies.csv"
"637bb8b6-210e-4ff2-8ea7-ef3cd80d3a49","Government Offices 4 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-2-baghdad\government-offices.csv"
"5245fa0a-d3db-4650-b0fd-6e44b027fcc9","Government Offices 5 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-2-baghdad\government-offices.csv"
"eaab1c65-77a1-4d70-b347-5362e81d9a4a","Shopping 4 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-2-baghdad\shopping.csv"
"2edc1c48-a19b-4b97-85b9-b5874c13948e","Shopping 5 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-2-baghdad\shopping.csv"
"307080ab-a58b-4f33-8485-683ac794fb5a","Shopping 6 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-2-baghdad\shopping.csv"
"0de27a9e-d579-49d9-bd4e-af27e21f05e2","Shopping 7 - Baghdad",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-2-baghdad\shopping.csv"
"c436038e-a12a-49c3-ab28-cb497441cdc8","Accommodation 1 - Basra",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-3-basra\accommodation.csv"
"9d1c7336-844f-4392-98e4-541c29d1a2fa","Accommodation 2 - Basra",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-3-basra\accommodation.csv"
"18115b72-241e-4179-ac99-f6bcd493a57b","Accommodation 3 - Basra",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-3-basra\accommodation.csv"
"b273f32e-85e6-413e-962f-f752f09ca55d","Accommodation 4 - Basra",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-3-basra\accommodation.csv"
"db4251fb-d284-47de-a8c5-76fd97c64dcb","Accommodation 5 - Basra",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-3-basra\accommodation.csv"
"35334fa7-6585-451d-aa0f-a29a0bafb301","Accommodation 6 - Basra",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-3-basra\accommodation.csv"
"e7004e30-1e83-4a9d-a8d6-dccde1d5f5f0","Cafe & Restaurants 1 - Basra",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-3-basra\cafe-restaurants.csv"
"8dae0889-3555-4b5a-81a9-61b2b870ddb9","Cafe & Restaurants 2 - Basra",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-3-basra\cafe-restaurants.csv"
"5d116a9f-058e-461e-8009-6427b2295f45","Cafe & Restaurants 3 - Basra",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-3-basra\cafe-restaurants.csv"
"ebdb7f05-d34d-4bcf-9a86-f10a8f0c7797","Cafe & Restaurants 4 - Basra",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-3-basra\cafe-restaurants.csv"
"57a105c7-17f2-4290-9203-80b743088734","Cafe & Restaurants 5 - Basra",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-3-basra\cafe-restaurants.csv"
"954c91f3-3774-40e1-87c2-2c06c8169ef5","Companies 1 - Basra",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-3-basra\companies.csv"
"37215b2b-62cc-4f32-8c2a-9ae34f68db60","Companies 2 - Basra",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-3-basra\companies.csv"
"3b56d19a-920f-4eb5-8080-a65b9d1c7f67","Companies 3 - Basra",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-3-basra\companies.csv"
"c165a1cc-7090-40bd-b9f5-42f30db45f93","Companies 4 - Basra",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-3-basra\companies.csv"
"8cbcfd3b-d049-431e-9e2b-228457f3c013","Events 1 - Basra",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-3-basra\events.csv"
"d26f4f3c-32da-43d7-bfb5-8e0fea8e7131","Events 2 - Basra",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-3-basra\events.csv"
"0a8a1069-ca89-4e08-838c-a5d0ea36691d","Events 3 - Basra",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-3-basra\events.csv"
"3e63dfcb-c4c1-4927-b460-ff04ed17f7e2","Events 4 - Basra",,"","+9647901234567",,,,,,,"E:\HamletUnified\full_consolidation\missinggold_fresh_structure\missinggold-fresh\archive\eventra-saas\data\iraq-discovery-exports\batch-3-basra\events.csv"
